sample_id	donor_id	tissue	ex5_6	ex6_7	log_ex5_6	log_ex6_7
"GTEX-1LVAO-0011-R2a-SM-EYYX1"	"GTEX-1LVAO"	"Brain - Substantia nigra"	51	43	3.95124371858143	3.78418963391826
"GTEX-1LVAO-0011-R3a-SM-EXOI7"	"GTEX-1LVAO"	"Brain - Anterior cingulate cortex (BA24)"	94	85	4.55387689160054	4.45434729625351
"GTEX-1LVAO-0011-R4a-SM-EXURO"	"GTEX-1LVAO"	"Brain - Amygdala"	39	53	3.68887945411394	3.98898404656427
"GTEX-1LVAO-0011-R6b-SM-EZ6MX"	"GTEX-1LVAO"	"Brain - Nucleus accumbens (basal ganglia)"	44	43	3.80666248977032	3.78418963391826
"GTEX-1LVAO-0011-R7a-SM-EYYWZ"	"GTEX-1LVAO"	"Brain - Putamen (basal ganglia)"	41	38	3.73766961828337	3.66356164612965
"GTEX-1LVAO-0011-R9a-SM-EZ6MY"	"GTEX-1LVAO"	"Brain - Spinal cord (cervical c-1)"	30	20	3.43398720448515	3.04452243772342
"GTEX-1M4P7-0011-R11b-SM-EXOIK"	"GTEX-1M4P7"	"Brain - Cerebellar Hemisphere"	11	12	2.484906649788	2.56494935746154
"GTEX-1M4P7-2726-SM-E9TJQ"	"GTEX-1M4P7"	"Brain - Cortex"	47	31	3.87120101090789	3.46573590279973
"GTEX-1MA7X-0011-R2b-SM-EZ6MT"	"GTEX-1MA7X"	"Brain - Substantia nigra"	33	21	3.52636052461616	3.09104245335832
"GTEX-1MA7X-0011-R6a-SM-EYYWR"	"GTEX-1MA7X"	"Brain - Nucleus accumbens (basal ganglia)"	13	23	2.63905732961526	3.17805383034795
"GTEX-1MA7X-0011-R7b-SM-EYYWS"	"GTEX-1MA7X"	"Brain - Putamen (basal ganglia)"	14	12	2.70805020110221	2.56494935746154
"GTEX-1MCQQ-0011-R3a-SM-EXURW"	"GTEX-1MCQQ"	"Brain - Anterior cingulate cortex (BA24)"	15	16	2.77258872223978	2.83321334405622
"GTEX-1MJK2-0011-R6a-SM-EXUS3"	"GTEX-1MJK2"	"Brain - Nucleus accumbens (basal ganglia)"	44	43	3.80666248977032	3.78418963391826
"GTEX-1MJK2-0011-R7a-SM-EXUS4"	"GTEX-1MJK2"	"Brain - Putamen (basal ganglia)"	15	12	2.77258872223978	2.56494935746154
"GTEX-1MJK2-0011-R9b-SM-EZ6MZ"	"GTEX-1MJK2"	"Brain - Spinal cord (cervical c-1)"	56	28	4.04305126783455	3.36729582998647
"GTEX-1MJK2-3026-SM-EV7A5"	"GTEX-1MJK2"	"Brain - Cerebellum"	35	26	3.58351893845611	3.29583686600433
"GTEX-1N2DW-0011-R11b-SM-EXOIL"	"GTEX-1N2DW"	"Brain - Cerebellar Hemisphere"	2	6	1.09861228866811	1.94591014905531
"GTEX-1N2DW-0011-R4b-SM-EZ6MD"	"GTEX-1N2DW"	"Brain - Amygdala"	50	47	3.93182563272433	3.87120101090789
"GTEX-1N2DW-0011-R5a-SM-EYYX3"	"GTEX-1N2DW"	"Brain - Caudate (basal ganglia)"	20	24	3.04452243772342	3.2188758248682
"GTEX-1N2DW-0011-R6a-SM-EZ6MW"	"GTEX-1N2DW"	"Brain - Nucleus accumbens (basal ganglia)"	29	32	3.40119738166216	3.49650756146648
"GTEX-1N2DW-2826-SM-E9TK5"	"GTEX-1N2DW"	"Brain - Cortex"	33	25	3.52636052461616	3.25809653802148
"GTEX-1N2EE-0011-R11b-SM-EXOIJ"	"GTEX-1N2EE"	"Brain - Cerebellar Hemisphere"	26	19	3.29583686600433	2.99573227355399
"GTEX-1N2EE-0011-R3b-SM-EXURY"	"GTEX-1N2EE"	"Brain - Anterior cingulate cortex (BA24)"	52	19	3.97029191355212	2.99573227355399
"GTEX-1N2EE-0011-R4a-SM-EXOII"	"GTEX-1N2EE"	"Brain - Amygdala"	36	36	3.61091791264422	3.61091791264422
"GTEX-1N5O9-2926-SM-EXUSN"	"GTEX-1N5O9"	"Brain - Cortex"	47	37	3.87120101090789	3.63758615972639
"GTEX-1NV5F-3226-SM-EXUSL"	"GTEX-1NV5F"	"Brain - Cortex"	32	39	3.49650756146648	3.68887945411394
"GTEX-1NV8Z-3026-SM-DTX8Z"	"GTEX-1NV8Z"	"Brain - Cerebellum"	27	22	3.3322045101752	3.13549421592915
"GTEX-1NV8Z-3126-SM-E76R3"	"GTEX-1NV8Z"	"Brain - Cortex"	59	53	4.0943445622221	3.98898404656427
"GTEX-1O9I2-3026-SM-E76PX"	"GTEX-1O9I2"	"Brain - Cortex"	83	74	4.43081679884331	4.31748811353631
"GTEX-1OJC4-0011-R6a-SM-EXOIM"	"GTEX-1OJC4"	"Brain - Nucleus accumbens (basal ganglia)"	46	29	3.85014760171006	3.40119738166216
"GTEX-1OJC4-0011-R7a-SM-EYYX4"	"GTEX-1OJC4"	"Brain - Putamen (basal ganglia)"	18	20	2.94443897916644	3.04452243772342
"GTEX-1OJC4-0011-R9a-SM-EZ6N1"	"GTEX-1OJC4"	"Brain - Spinal cord (cervical c-1)"	28	21	3.36729582998647	3.09104245335832
"GTEX-1OJC4-2826-SM-E6CQX"	"GTEX-1OJC4"	"Brain - Cortex"	70	65	4.26267987704132	4.18965474202643
"GTEX-1P4AB-3026-SM-EXOJS"	"GTEX-1P4AB"	"Brain - Cerebellum"	11	9	2.484906649788	2.30258509299405
"GTEX-1PIIG-2726-SM-E76PQ"	"GTEX-1PIIG"	"Brain - Cortex"	104	83	4.65396035015752	4.43081679884331
"GTEX-1PIIG-2826-SM-DTX7O"	"GTEX-1PIIG"	"Brain - Cerebellum"	26	15	3.29583686600433	2.77258872223978
"GTEX-1POEN-2726-SM-E9U6B"	"GTEX-1POEN"	"Brain - Cerebellum"	15	12	2.77258872223978	2.56494935746154
"GTEX-1PPGY-3126-SM-EXUSR"	"GTEX-1PPGY"	"Brain - Cortex"	37	38	3.63758615972639	3.66356164612965
"GTEX-1PWST-3026-SM-EAZ3H"	"GTEX-1PWST"	"Brain - Cerebellum"	30	34	3.43398720448515	3.55534806148941
"GTEX-1PWST-3126-SM-EXUSE"	"GTEX-1PWST"	"Brain - Cortex"	71	51	4.27666611901606	3.95124371858143
"GTEX-1QEPI-3026-SM-EXOIW"	"GTEX-1QEPI"	"Brain - Cerebellum"	16	16	2.83321334405622	2.83321334405622
"GTEX-1QMI2-3126-SM-EXUT5"	"GTEX-1QMI2"	"Brain - Cortex"	35	37	3.58351893845611	3.63758615972639
"GTEX-1QP6S-2926-SM-DTXF8"	"GTEX-1QP6S"	"Brain - Cortex"	58	46	4.07753744390572	3.85014760171006
"GTEX-1QP6S-3026-SM-EAZ4N"	"GTEX-1QP6S"	"Brain - Cerebellum"	33	26	3.52636052461616	3.29583686600433
"GTEX-1R46S-0011-R6a-SM-EZ6N6"	"GTEX-1R46S"	"Brain - Nucleus accumbens (basal ganglia)"	29	35	3.40119738166216	3.58351893845611
"GTEX-1R46S-0011-R7b-SM-EXUTH"	"GTEX-1R46S"	"Brain - Putamen (basal ganglia)"	16	16	2.83321334405622	2.83321334405622
"GTEX-1R46S-0011-R9a-SM-EZ6N7"	"GTEX-1R46S"	"Brain - Spinal cord (cervical c-1)"	117	88	4.77068462446567	4.48863636973214
"GTEX-1R46S-3126-SM-DPRZ9"	"GTEX-1R46S"	"Brain - Cerebellum"	17	26	2.89037175789616	3.29583686600433
"GTEX-1R9K4-0011-R11a-SM-EZ6N9"	"GTEX-1R9K4"	"Brain - Cerebellar Hemisphere"	3	3	1.38629436111989	1.38629436111989
"GTEX-1R9K4-0011-R5b-SM-EZ6N8"	"GTEX-1R9K4"	"Brain - Caudate (basal ganglia)"	46	48	3.85014760171006	3.89182029811063
"GTEX-1R9K4-3126-SM-DTX9Y"	"GTEX-1R9K4"	"Brain - Cortex"	47	42	3.87120101090789	3.76120011569356
"GTEX-1R9PO-0011-R11b-SM-EZ6NB"	"GTEX-1R9PO"	"Brain - Cerebellar Hemisphere"	11	6	2.484906649788	1.94591014905531
"GTEX-1R9PO-0011-R5a-SM-EZ6NA"	"GTEX-1R9PO"	"Brain - Caudate (basal ganglia)"	34	35	3.55534806148941	3.58351893845611
"GTEX-1R9PO-2826-SM-E6CPV"	"GTEX-1R9PO"	"Brain - Cerebellum"	11	13	2.484906649788	2.63905732961526
"GTEX-1R9PO-2926-SM-EVYBR"	"GTEX-1R9PO"	"Brain - Cortex"	94	87	4.55387689160054	4.47733681447821
"GTEX-1RDX4-3226-SM-DPS14"	"GTEX-1RDX4"	"Brain - Cerebellum"	7	15	2.07944154167984	2.77258872223978
"GTEX-1RLM8-0011-R2a-SM-EZ6N4"	"GTEX-1RLM8"	"Brain - Substantia nigra"	20	18	3.04452243772342	2.94443897916644
"GTEX-1RLM8-0011-R6a-SM-EYYXS"	"GTEX-1RLM8"	"Brain - Nucleus accumbens (basal ganglia)"	6	6	1.94591014905531	1.94591014905531
"GTEX-1RLM8-0011-R8a-SM-EYYXR"	"GTEX-1RLM8"	"Brain - Hypothalamus"	24	25	3.2188758248682	3.25809653802148
"GTEX-1RNSC-0011-R5a-SM-EZ6N5"	"GTEX-1RNSC"	"Brain - Caudate (basal ganglia)"	32	32	3.49650756146648	3.49650756146648
"GTEX-1RNSC-3126-SM-EVR4V"	"GTEX-1RNSC"	"Brain - Cerebellum"	53	30	3.98898404656427	3.43398720448515
"GTEX-1RQEC-0011-R9a-SM-EZ6N3"	"GTEX-1RQEC"	"Brain - Spinal cord (cervical c-1)"	59	69	4.0943445622221	4.24849524204936
"GTEX-1RQEC-2926-SM-EVR5A"	"GTEX-1RQEC"	"Brain - Cortex"	43	31	3.78418963391826	3.46573590279973
"GTEX-1RQEC-3026-SM-DPRXM"	"GTEX-1RQEC"	"Brain - Cerebellum"	12	5	2.56494935746154	1.79175946922806
"GTEX-N7MS-0011-R10A-SM-2HMJK"	"GTEX-N7MS"	"Brain - Frontal Cortex (BA9)"	75	63	4.33073334028633	4.15888308335967
"GTEX-N7MS-0011-R11A-SM-2HMJS"	"GTEX-N7MS"	"Brain - Cerebellar Hemisphere"	9	5	2.30258509299405	1.79175946922806
"GTEX-N7MS-0011-R1a-SM-2HMJG"	"GTEX-N7MS"	"Brain - Hippocampus"	39	32	3.68887945411394	3.49650756146648
"GTEX-N7MS-0011-R2a-SM-2HML6"	"GTEX-N7MS"	"Brain - Substantia nigra"	29	24	3.40119738166216	3.2188758248682
"GTEX-N7MS-0011-R3a-SM-33HC6"	"GTEX-N7MS"	"Brain - Anterior cingulate cortex (BA24)"	153	180	5.03695260241363	5.19849703126583
"GTEX-N7MS-0011-R4a-SM-2HMKW"	"GTEX-N7MS"	"Brain - Amygdala"	26	32	3.29583686600433	3.49650756146648
"GTEX-N7MS-0011-R5a-SM-2HMK8"	"GTEX-N7MS"	"Brain - Caudate (basal ganglia)"	82	53	4.4188406077966	3.98898404656427
"GTEX-N7MS-0011-R6a-SM-2HMJ4"	"GTEX-N7MS"	"Brain - Nucleus accumbens (basal ganglia)"	60	36	4.11087386417331	3.61091791264422
"GTEX-N7MS-0011-R7a-SM-2HMKN"	"GTEX-N7MS"	"Brain - Putamen (basal ganglia)"	27	13	3.3322045101752	2.63905732961526
"GTEX-N7MS-0011-R8a-SM-2YUMK"	"GTEX-N7MS"	"Brain - Hypothalamus"	67	38	4.21950770517611	3.66356164612965
"GTEX-N7MS-2526-SM-2D7W3"	"GTEX-N7MS"	"Brain - Cerebellum"	18	10	2.94443897916644	2.39789527279837
"GTEX-N7MT-0011-R10A-SM-2I3E1"	"GTEX-N7MT"	"Brain - Frontal Cortex (BA9)"	47	40	3.87120101090789	3.71357206670431
"GTEX-N7MT-0011-R11A-SM-2I3DZ"	"GTEX-N7MT"	"Brain - Cerebellar Hemisphere"	39	40	3.68887945411394	3.71357206670431
"GTEX-N7MT-0011-R1a-SM-CNPO1"	"GTEX-N7MT"	"Brain - Hippocampus"	66	59	4.20469261939097	4.0943445622221
"GTEX-N7MT-0011-R2a-SM-2I3GI"	"GTEX-N7MT"	"Brain - Substantia nigra"	50	32	3.93182563272433	3.49650756146648
"GTEX-N7MT-0011-R3a-SM-2I3GC"	"GTEX-N7MT"	"Brain - Anterior cingulate cortex (BA24)"	32	34	3.49650756146648	3.55534806148941
"GTEX-N7MT-0011-R4a-SM-2I3G9"	"GTEX-N7MT"	"Brain - Amygdala"	40	32	3.71357206670431	3.49650756146648
"GTEX-N7MT-0011-R5a-SM-2I3G6"	"GTEX-N7MT"	"Brain - Caudate (basal ganglia)"	103	71	4.64439089914137	4.27666611901606
"GTEX-N7MT-0011-R6a-SM-2I3G3"	"GTEX-N7MT"	"Brain - Nucleus accumbens (basal ganglia)"	78	65	4.36944785246702	4.18965474202643
"GTEX-N7MT-0011-R7a-SM-2I3FZ"	"GTEX-N7MT"	"Brain - Putamen (basal ganglia)"	50	35	3.93182563272433	3.58351893845611
"GTEX-N7MT-0011-R8a-SM-2I5GU"	"GTEX-N7MT"	"Brain - Hypothalamus"	54	40	4.00733318523247	3.71357206670431
"GTEX-N7MT-1126-SM-CYPQY"	"GTEX-N7MT"	"Brain - Cortex"	60	51	4.11087386417331	3.95124371858143
"GTEX-N7MT-1226-SM-DKPOK"	"GTEX-N7MT"	"Brain - Cerebellum"	17	22	2.89037175789616	3.13549421592915
"GTEX-NL3H-0011-R10A-SM-2I3E9"	"GTEX-NL3H"	"Brain - Frontal Cortex (BA9)"	69	67	4.24849524204936	4.21950770517611
"GTEX-NL3H-0011-R11A-SM-2I3E6"	"GTEX-NL3H"	"Brain - Cerebellar Hemisphere"	10	11	2.39789527279837	2.484906649788
"GTEX-NL3H-0011-R1a-SM-48TDJ"	"GTEX-NL3H"	"Brain - Hippocampus"	24	21	3.2188758248682	3.09104245335832
"GTEX-NL3H-0011-R3a-SM-2I3GL"	"GTEX-NL3H"	"Brain - Anterior cingulate cortex (BA24)"	44	43	3.80666248977032	3.78418963391826
"GTEX-NL3H-0011-R4a-SM-2I3GK"	"GTEX-NL3H"	"Brain - Amygdala"	35	16	3.58351893845611	2.83321334405622
"GTEX-NL3H-0011-R5a-SM-2I3GB"	"GTEX-NL3H"	"Brain - Caudate (basal ganglia)"	38	41	3.66356164612965	3.73766961828337
"GTEX-NL3H-0011-R6a-SM-2I3G8"	"GTEX-NL3H"	"Brain - Nucleus accumbens (basal ganglia)"	49	33	3.91202300542815	3.52636052461616
"GTEX-NL3H-0011-R7a-SM-2I3G5"	"GTEX-NL3H"	"Brain - Putamen (basal ganglia)"	31	33	3.46573590279973	3.52636052461616
"GTEX-NL3H-0011-R8a-SM-DIPDY"	"GTEX-NL3H"	"Brain - Hypothalamus"	59	63	4.0943445622221	4.15888308335967
"GTEX-NL4W-0011-R10A-SM-2I3DY"	"GTEX-NL4W"	"Brain - Frontal Cortex (BA9)"	63	60	4.15888308335967	4.11087386417331
"GTEX-NL4W-0011-R11A-SM-2I3DW"	"GTEX-NL4W"	"Brain - Cerebellar Hemisphere"	3	8	1.38629436111989	2.19722457733622
"GTEX-NL4W-0011-R2a-SM-2I5GV"	"GTEX-NL4W"	"Brain - Substantia nigra"	44	37	3.80666248977032	3.63758615972639
"GTEX-NL4W-0011-R4a-SM-2I5GZ"	"GTEX-NL4W"	"Brain - Amygdala"	85	55	4.45434729625351	4.02535169073515
"GTEX-NL4W-0011-R5a-SM-2I3GD"	"GTEX-NL4W"	"Brain - Caudate (basal ganglia)"	58	69	4.07753744390572	4.24849524204936
"GTEX-NL4W-0011-R6a-SM-2I3GA"	"GTEX-NL4W"	"Brain - Nucleus accumbens (basal ganglia)"	65	74	4.18965474202643	4.31748811353631
"GTEX-NL4W-0011-R8a-SM-2I3G4"	"GTEX-NL4W"	"Brain - Hypothalamus"	45	41	3.8286413964891	3.73766961828337
"GTEX-NL4W-0011-R9a-SM-2I3G1"	"GTEX-NL4W"	"Brain - Spinal cord (cervical c-1)"	70	78	4.26267987704132	4.36944785246702
"GTEX-NPJ7-0011-R10A-SM-2I3E5"	"GTEX-NPJ7"	"Brain - Frontal Cortex (BA9)"	66	39	4.20469261939097	3.68887945411394
"GTEX-NPJ7-0011-R11A-SM-2I3E8"	"GTEX-NPJ7"	"Brain - Cerebellar Hemisphere"	26	25	3.29583686600433	3.25809653802148
"GTEX-NPJ7-0011-R1a-SM-3GACT"	"GTEX-NPJ7"	"Brain - Hippocampus"	54	33	4.00733318523247	3.52636052461616
"GTEX-NPJ7-0011-R2a-SM-2I3GF"	"GTEX-NPJ7"	"Brain - Substantia nigra"	72	58	4.29045944114839	4.07753744390572
"GTEX-NPJ7-0011-R4a-SM-2I3GJ"	"GTEX-NPJ7"	"Brain - Amygdala"	41	43	3.73766961828337	3.78418963391826
"GTEX-NPJ7-0011-R5a-SM-33HBK"	"GTEX-NPJ7"	"Brain - Caudate (basal ganglia)"	90	51	4.51085950651685	3.95124371858143
"GTEX-NPJ7-0011-R6a-SM-2I3G7"	"GTEX-NPJ7"	"Brain - Nucleus accumbens (basal ganglia)"	64	40	4.17438726989564	3.71357206670431
"GTEX-NPJ7-0011-R7a-SM-EV79B"	"GTEX-NPJ7"	"Brain - Putamen (basal ganglia)"	61	48	4.12713438504509	3.89182029811063
"GTEX-NPJ7-0011-R8a-SM-2I3G2"	"GTEX-NPJ7"	"Brain - Hypothalamus"	52	35	3.97029191355212	3.58351893845611
"GTEX-NPJ7-0011-R9a-SM-2TC5R"	"GTEX-NPJ7"	"Brain - Spinal cord (cervical c-1)"	17	12	2.89037175789616	2.56494935746154
"GTEX-NPJ7-2726-SM-2I3FT"	"GTEX-NPJ7"	"Brain - Cortex"	60	42	4.11087386417331	3.76120011569356
"GTEX-NPJ7-2826-SM-2I3FU"	"GTEX-NPJ7"	"Brain - Cerebellum"	36	25	3.61091791264422	3.25809653802148
"GTEX-NPJ8-0011-R10A-SM-2YUMO"	"GTEX-NPJ8"	"Brain - Frontal Cortex (BA9)"	75	77	4.33073334028633	4.35670882668959
"GTEX-NPJ8-0011-R11A-SM-2YUMS"	"GTEX-NPJ8"	"Brain - Cerebellar Hemisphere"	16	18	2.83321334405622	2.94443897916644
"GTEX-NPJ8-0011-R1a-SM-33HCB"	"GTEX-NPJ8"	"Brain - Hippocampus"	139	94	4.9416424226093	4.55387689160054
"GTEX-NPJ8-0011-R2a-SM-2TC6M"	"GTEX-NPJ8"	"Brain - Substantia nigra"	59	46	4.0943445622221	3.85014760171006
"GTEX-NPJ8-0011-R3a-SM-2HMIW"	"GTEX-NPJ8"	"Brain - Anterior cingulate cortex (BA24)"	126	106	4.84418708645859	4.67282883446191
"GTEX-NPJ8-0011-R4a-SM-2HML3"	"GTEX-NPJ8"	"Brain - Amygdala"	75	58	4.33073334028633	4.07753744390572
"GTEX-NPJ8-0011-R5a-SM-2HMJY"	"GTEX-NPJ8"	"Brain - Caudate (basal ganglia)"	94	75	4.55387689160054	4.33073334028633
"GTEX-NPJ8-0011-R6a-SM-2HMKB"	"GTEX-NPJ8"	"Brain - Nucleus accumbens (basal ganglia)"	93	69	4.54329478227	4.24849524204936
"GTEX-NPJ8-0011-R7a-SM-2HMJV"	"GTEX-NPJ8"	"Brain - Putamen (basal ganglia)"	72	58	4.29045944114839	4.07753744390572
"GTEX-NPJ8-0011-R8a-SM-2HMLG"	"GTEX-NPJ8"	"Brain - Hypothalamus"	66	45	4.20469261939097	3.8286413964891
"GTEX-NPJ8-0011-R9a-SM-2YUN5"	"GTEX-NPJ8"	"Brain - Spinal cord (cervical c-1)"	80	75	4.39444915467244	4.33073334028633
"GTEX-NPJ8-1526-SM-2D7VU"	"GTEX-NPJ8"	"Brain - Cortex"	56	53	4.04305126783455	3.98898404656427
"GTEX-NPJ8-2626-SM-2D7W2"	"GTEX-NPJ8"	"Brain - Cerebellum"	23	11	3.17805383034795	2.484906649788
"GTEX-OHPN-0011-R10A-SM-33HBU"	"GTEX-OHPN"	"Brain - Frontal Cortex (BA9)"	41	44	3.73766961828337	3.80666248977032
"GTEX-OHPN-0011-R11A-SM-2I5FM"	"GTEX-OHPN"	"Brain - Cerebellar Hemisphere"	8	10	2.19722457733622	2.39789527279837
"GTEX-OHPN-0011-R1A-SM-2I5GB"	"GTEX-OHPN"	"Brain - Hippocampus"	13	5	2.63905732961526	1.79175946922806
"GTEX-OHPN-0011-R2A-SM-2I5FB"	"GTEX-OHPN"	"Brain - Substantia nigra"	30	30	3.43398720448515	3.43398720448515
"GTEX-OHPN-0011-R4A-SM-2I5FD"	"GTEX-OHPN"	"Brain - Amygdala"	42	28	3.76120011569356	3.36729582998647
"GTEX-OHPN-0011-R6A-SM-2I5FH"	"GTEX-OHPN"	"Brain - Nucleus accumbens (basal ganglia)"	38	26	3.66356164612965	3.29583686600433
"GTEX-OHPN-0011-R7A-SM-2I5FI"	"GTEX-OHPN"	"Brain - Putamen (basal ganglia)"	28	19	3.36729582998647	2.99573227355399
"GTEX-OHPN-0011-R8A-SM-33HBT"	"GTEX-OHPN"	"Brain - Hypothalamus"	52	58	3.97029191355212	4.07753744390572
"GTEX-OHPN-0011-R9A-SM-5TDEJ"	"GTEX-OHPN"	"Brain - Spinal cord (cervical c-1)"	79	69	4.38202663467388	4.24849524204936
"GTEX-OHPN-2526-SM-2I5H3"	"GTEX-OHPN"	"Brain - Cortex"	95	74	4.56434819146784	4.31748811353631
"GTEX-OHPN-2626-SM-2I5H1"	"GTEX-OHPN"	"Brain - Cerebellum"	32	29	3.49650756146648	3.40119738166216
"GTEX-OXRN-0011-R10A-SM-2I5GC"	"GTEX-OXRN"	"Brain - Frontal Cortex (BA9)"	60	45	4.11087386417331	3.8286413964891
"GTEX-OXRN-0011-R5A-SM-2I5EF"	"GTEX-OXRN"	"Brain - Caudate (basal ganglia)"	22	13	3.13549421592915	2.63905732961526
"GTEX-OXRN-0011-R8A-SM-E9TI1"	"GTEX-OXRN"	"Brain - Hypothalamus"	13	16	2.63905732961526	2.83321334405622
"GTEX-OXRN-2426-SM-2I5EQ"	"GTEX-OXRN"	"Brain - Cortex"	56	42	4.04305126783455	3.76120011569356
"GTEX-OXRO-0011-R10A-SM-2I5EH"	"GTEX-OXRO"	"Brain - Frontal Cortex (BA9)"	37	39	3.63758615972639	3.68887945411394
"GTEX-OXRO-0011-R2A-SM-3NB1W"	"GTEX-OXRO"	"Brain - Substantia nigra"	53	33	3.98898404656427	3.52636052461616
"GTEX-OXRO-0011-R5A-SM-2I5EG"	"GTEX-OXRO"	"Brain - Caudate (basal ganglia)"	23	13	3.17805383034795	2.63905732961526
"GTEX-OXRO-0011-R9A-SM-3NB1X"	"GTEX-OXRO"	"Brain - Spinal cord (cervical c-1)"	92	81	4.53259949315326	4.40671924726425
"GTEX-P44G-0011-R10A-SM-2I3FF"	"GTEX-P44G"	"Brain - Frontal Cortex (BA9)"	86	82	4.46590811865458	4.4188406077966
"GTEX-P44G-0011-R11A-SM-2I3FD"	"GTEX-P44G"	"Brain - Cerebellar Hemisphere"	9	10	2.30258509299405	2.39789527279837
"GTEX-P44G-0011-R1A-SM-2I3FE"	"GTEX-P44G"	"Brain - Hippocampus"	57	48	4.06044301054642	3.89182029811063
"GTEX-P44G-0011-R2A-SM-2XCD2"	"GTEX-P44G"	"Brain - Substantia nigra"	24	15	3.2188758248682	2.77258872223978
"GTEX-P44G-0011-R3A-SM-2I3FC"	"GTEX-P44G"	"Brain - Anterior cingulate cortex (BA24)"	78	72	4.36944785246702	4.29045944114839
"GTEX-P44G-0011-R4A-SM-2I3FB"	"GTEX-P44G"	"Brain - Amygdala"	49	38	3.91202300542815	3.66356164612965
"GTEX-P44G-0011-R5A-SM-2I3FA"	"GTEX-P44G"	"Brain - Caudate (basal ganglia)"	42	49	3.76120011569356	3.91202300542815
"GTEX-P44G-0011-R6A-SM-2XCD3"	"GTEX-P44G"	"Brain - Nucleus accumbens (basal ganglia)"	53	38	3.98898404656427	3.66356164612965
"GTEX-P44G-0011-R7A-SM-2I3F9"	"GTEX-P44G"	"Brain - Putamen (basal ganglia)"	30	30	3.43398720448515	3.43398720448515
"GTEX-P44G-2426-SM-2I5ER"	"GTEX-P44G"	"Brain - Cortex"	147	99	4.99721227376412	4.60517018598809
"GTEX-P44G-2526-SM-2I5EK"	"GTEX-P44G"	"Brain - Cerebellum"	9	6	2.30258509299405	1.94591014905531
"GTEX-P44H-0011-R10A-SM-2XCEK"	"GTEX-P44H"	"Brain - Frontal Cortex (BA9)"	35	35	3.58351893845611	3.58351893845611
"GTEX-P44H-0011-R11A-SM-2XCER"	"GTEX-P44H"	"Brain - Cerebellar Hemisphere"	14	22	2.70805020110221	3.13549421592915
"GTEX-P44H-0011-R1A-SM-3NM8J"	"GTEX-P44H"	"Brain - Hippocampus"	131	73	4.88280192258637	4.30406509320417
"GTEX-P44H-0011-R3A-SM-D3L8E"	"GTEX-P44H"	"Brain - Anterior cingulate cortex (BA24)"	80	65	4.39444915467244	4.18965474202643
"GTEX-P44H-0011-R4A-SM-2XCEW"	"GTEX-P44H"	"Brain - Amygdala"	40	25	3.71357206670431	3.25809653802148
"GTEX-P44H-0011-R5A-SM-2XCEX"	"GTEX-P44H"	"Brain - Caudate (basal ganglia)"	62	53	4.14313472639153	3.98898404656427
"GTEX-P44H-0011-R6A-SM-2XCF3"	"GTEX-P44H"	"Brain - Nucleus accumbens (basal ganglia)"	48	41	3.89182029811063	3.73766961828337
"GTEX-P44H-0011-R8A-SM-2XCEL"	"GTEX-P44H"	"Brain - Hypothalamus"	48	48	3.89182029811063	3.89182029811063
"GTEX-P44H-2426-SM-2XCEJ"	"GTEX-P44H"	"Brain - Cerebellum"	11	21	2.484906649788	3.09104245335832
"GTEX-PVOW-0011-R10A-SM-EXOHB"	"GTEX-PVOW"	"Brain - Frontal Cortex (BA9)"	93	67	4.54329478227	4.21950770517611
"GTEX-PVOW-0011-R1A-SM-32PL6"	"GTEX-PVOW"	"Brain - Hippocampus"	28	82	3.36729582998647	4.4188406077966
"GTEX-PVOW-0011-R3A-SM-32PKX"	"GTEX-PVOW"	"Brain - Anterior cingulate cortex (BA24)"	132	139	4.89034912822175	4.9416424226093
"GTEX-PVOW-0011-R5A-SM-32PL7"	"GTEX-PVOW"	"Brain - Caudate (basal ganglia)"	68	79	4.23410650459726	4.38202663467388
"GTEX-PVOW-2526-SM-2XCF7"	"GTEX-PVOW"	"Brain - Cortex"	121	96	4.80402104473326	4.57471097850338
"GTEX-PVOW-2626-SM-32PL8"	"GTEX-PVOW"	"Brain - Cerebellum"	25	24	3.25809653802148	3.2188758248682
"GTEX-PWO3-0011-R1A-SM-2I5EW"	"GTEX-PWO3"	"Brain - Hippocampus"	34	26	3.55534806148941	3.29583686600433
"GTEX-PWO3-0011-R2A-SM-2S1OX"	"GTEX-PWO3"	"Brain - Substantia nigra"	32	15	3.49650756146648	2.77258872223978
"GTEX-PWO3-0011-R3A-SM-2I5EX"	"GTEX-PWO3"	"Brain - Anterior cingulate cortex (BA24)"	41	45	3.73766961828337	3.8286413964891
"GTEX-PWO3-0011-R5A-SM-2I5EZ"	"GTEX-PWO3"	"Brain - Caudate (basal ganglia)"	57	51	4.06044301054642	3.95124371858143
"GTEX-PWO3-0011-R6A-SM-2I5F3"	"GTEX-PWO3"	"Brain - Nucleus accumbens (basal ganglia)"	63	44	4.15888308335967	3.80666248977032
"GTEX-PWO3-0011-R8A-SM-2I5GD"	"GTEX-PWO3"	"Brain - Hypothalamus"	101	68	4.62497281328427	4.23410650459726
"GTEX-PWO3-0011-R9A-SM-EVR2V"	"GTEX-PWO3"	"Brain - Spinal cord (cervical c-1)"	34	43	3.55534806148941	3.78418963391826
"GTEX-PWO3-0926-SM-2I5EY"	"GTEX-PWO3"	"Brain - Cortex"	41	44	3.73766961828337	3.80666248977032
